return_id,order_id,product_id,return_date,return_quantity,return_reason,return_status
RET0006195,ORD0005442,P01046,2026-02-04,1,Damaged,Processed
RET0006196,ORD0015355,P01248,2024-05-05,1,Incorrect Size,Approved
RET0006197,ORD0030949,P01661,2026-04-26,1,Damaged,Pending
RET0006198,ORD0054311,P00260,2026-05-15,1,Quality Issue,Approved
RET0006199,ORD0055931,P01940,2024-08-14,1,Quality Issue,Processed
RET0006200,ORD0006886,P01045,2026-05-30,1,Quality Issue,Processed
RET0006201,ORD0062299,P00093,2025-03-08,1,Quality Issue,Rejected
RET0006202,ORD0057177,P01740,2026-05-20,1,Quality Issue,Approved
RET0006203,ORD0022137,P00544,2026-06-18,1,Customer Changed Mind,Processed
RET0006204,ORD0116357,P00251,2026-06-10,1,Customer Changed Mind,Approved
RET0006205,ORD0024142,P00587,2026-07-05,1,Quality Issue,Processed
RET0006206,ORD0057084,P01791,2026-03-28,1,Late Delivery,Approved
RET0006207,ORD0033209,P01735,2026-07-12,1,Late Delivery,Approved
RET0006208,ORD0041000,P00444,2025-12-20,1,Wrong Product,Processed
RET0006209,ORD0105012,P00248,2025-07-03,2,Wrong Product,Approved
RET0006210,ORD0069728,P01817,2025-04-01,1,Customer Changed Mind,Processed
RET0006211,ORD0089883,P01117,2026-04-21,2,Damaged,Processed
RET0006212,ORD0056490,P01984,2025-02-18,1,Customer Changed Mind,Approved
RET0006213,ORD0011873,P01723,2025-10-18,1,Damaged,Processed
RET0006214,ORD0023661,P01135,2026-06-27,2,Late Delivery,Approved
RET0006215,ORD0029104,P01164,2025-08-04,1,Quality Issue,Processed
RET0006216,ORD0086741,P00036,2026-05-30,1,Late Delivery,Approved
RET0006217,ORD0113860,P00811,2025-03-12,1,Quality Issue,Approved
RET0006218,ORD0002808,P00371,2025-11-23,3,Damaged,Processed
RET0006219,ORD0040500,P00999,2025-11-15,1,Damaged,Pending
RET0006220,ORD0005643,P01265,2026-01-14,1,Quality Issue,Pending
RET0006221,ORD0081656,P01978,2025-11-30,1,Quality Issue,Processed
RET0006222,ORD0036764,P00198,2025-09-22,1,Quality Issue,Approved
RET0006223,ORD0019476,P00832,2026-03-17,1,Quality Issue,Approved
RET0006224,ORD0039646,P00675,2026-07-11,1,Quality Issue,Approved
RET0006225,ORD0015734,P00397,2025-11-19,1,Quality Issue,Processed
RET0006226,ORD0091739,P00486,2025-04-22,2,Quality Issue,Approved
RET0006227,ORD0047013,P01242,2025-11-23,1,Quality Issue,Pending
RET0006228,ORD0043249,P01711,2025-02-24,1,Damaged,Approved
RET0006229,ORD0044975,P00209,2025-04-03,1,Damaged,Approved
RET0006230,ORD0040319,P01308,2026-01-05,1,Customer Changed Mind,Rejected
RET0006231,ORD0023488,P01113,2025-12-12,1,Late Delivery,Approved
RET0006232,ORD0008131,P00208,2025-09-23,1,Quality Issue,Approved
RET0006233,ORD0055849,P00211,2026-06-23,1,Customer Changed Mind,Processed
RET0006234,ORD0060184,P01179,2024-11-17,1,Wrong Product,Pending
RET0006235,ORD0111560,P01462,2025-08-25,1,Quality Issue,Approved
RET0006236,ORD0068727,P00943,2026-05-10,1,Wrong Product,Approved
RET0006237,ORD0071832,P00406,2025-04-12,1,Quality Issue,Approved
RET0006238,ORD0001216,P01478,2025-05-13,2,Wrong Product,Processed
RET0006239,ORD0048833,P01728,2025-12-01,2,Customer Changed Mind,Approved
RET0006240,ORD0045894,P00707,2024-12-03,1,Customer Changed Mind,Processed
RET0006241,ORD0069351,P01271,2026-02-20,2,Wrong Product,Approved
RET0006242,ORD0068183,P00864,2026-01-06,1,Damaged,Pending
RET0006243,ORD0072675,P01473,2026-05-26,2,Wrong Product,Processed
RET0006244,ORD0041519,P00284,2024-04-15,1,Customer Changed Mind,Processed
RET0006245,ORD0038105,P00709,2026-05-25,1,Customer Changed Mind,Processed
RET0006246,ORD0074782,P00420,2025-07-24,1,Quality Issue,Approved
RET0006247,ORD0047082,P00870,2024-07-10,1,Damaged,Approved
RET0006248,ORD0075023,P01496,2025-11-27,1,Customer Changed Mind,Processed
RET0006249,ORD0105811,P01839,2026-06-25,2,Damaged,Approved
RET0006250,ORD0111070,P00022,2026-06-09,1,Incorrect Size,Approved
RET0006251,ORD0085808,P00686,2026-06-02,1,Quality Issue,Approved
RET0006252,ORD0096067,P01051,2024-03-02,1,Incorrect Size,Approved
RET0006253,ORD0044971,P01668,2024-02-18,1,Incorrect Size,Approved
RET0006254,ORD0117860,P01733,2026-03-28,1,Customer Changed Mind,Processed
RET0006255,ORD0116816,P01118,2026-08-02,3,Quality Issue,Processed
RET0006256,ORD0025147,P00314,2024-08-01,1,Customer Changed Mind,Approved
RET0006257,ORD0002746,P01024,2026-01-12,1,Incorrect Size,Processed
RET0006258,ORD0054457,P00211,2026-02-25,1,Customer Changed Mind,Approved
RET0006259,ORD0088713,P00746,2026-06-29,1,Customer Changed Mind,Pending
RET0006260,ORD0051451,P00381,2026-06-18,1,Incorrect Size,Processed
RET0006261,ORD0024426,P00213,2025-09-17,1,Incorrect Size,Approved
RET0006262,ORD0000396,P01061,2025-03-20,1,Incorrect Size,Processed
RET0006263,ORD0011985,P00122,2024-07-30,1,Damaged,Approved
RET0006264,ORD0060028,P01735,2024-06-19,1,Wrong Product,Approved
RET0006265,ORD0095249,P01989,2025-11-05,2,Customer Changed Mind,Approved
RET0006266,ORD0102673,P00943,2025-05-16,1,Customer Changed Mind,Pending
RET0006267,ORD0103176,P01018,2025-06-16,1,Customer Changed Mind,Rejected
RET0006268,ORD0083450,P01645,2025-12-23,1,Wrong Product,Processed
RET0006269,ORD0107796,P00560,2024-03-14,3,Quality Issue,Rejected
RET0006270,ORD0092931,P00697,2026-02-24,1,Wrong Product,Approved
RET0006271,ORD0012569,P01900,2026-07-02,2,Quality Issue,Processed
RET0006272,ORD0053072,P00355,2026-06-28,2,Incorrect Size,Approved
RET0006273,ORD0068017,P01114,2025-06-19,1,Quality Issue,Approved
RET0006274,ORD0113306,P00345,2025-10-25,3,Customer Changed Mind,Pending
RET0006275,ORD0093436,P01546,2025-11-24,1,Wrong Product,Rejected
RET0006276,ORD0063757,P00535,2024-12-18,3,Damaged,Rejected
RET0006277,ORD0087217,P01587,2025-05-22,2,Quality Issue,Processed
RET0006278,ORD0077870,P01822,2026-01-02,1,Customer Changed Mind,Approved
RET0006279,ORD0088502,P01722,2024-12-23,2,Damaged,Processed
RET0006280,ORD0010653,P01329,2026-01-17,2,Incorrect Size,Approved
RET0006281,ORD0061713,P01771,2024-12-04,1,Quality Issue,Rejected
RET0006282,ORD0049320,P00256,2026-04-23,2,Incorrect Size,Approved
RET0006283,ORD0045211,P00962,2026-02-28,1,Customer Changed Mind,Processed
RET0006284,ORD0077048,P01254,2026-01-06,1,Incorrect Size,Processed
RET0006285,ORD0104740,P00166,2024-11-24,1,Wrong Product,Approved
RET0006286,ORD0076868,P01456,2025-12-06,1,Wrong Product,Approved
RET0006287,ORD0087497,P01744,2026-06-19,1,Incorrect Size,Approved
RET0006288,ORD0104921,P00866,2026-06-22,1,Incorrect Size,Approved
RET0006289,ORD0056124,P01401,2026-04-02,3,Customer Changed Mind,Rejected
RET0006290,ORD0040884,P00972,2025-09-10,2,Damaged,Approved
RET0006291,ORD0025356,P00797,2026-07-02,1,Customer Changed Mind,Approved
RET0006292,ORD0029128,P00664,2026-03-17,2,Quality Issue,Approved
RET0006293,ORD0108866,P01418,2026-07-03,1,Incorrect Size,Approved
RET0006294,ORD0117341,P01687,2026-08-02,1,Customer Changed Mind,Approved
RET0006295,ORD0102426,P01963,2026-05-14,1,Damaged,Rejected
RET0006296,ORD0109731,P00013,2024-05-25,3,Quality Issue,Processed
RET0006297,ORD0023844,P01355,2026-03-27,1,Quality Issue,Pending
RET0006298,ORD0081373,P00602,2024-04-06,1,Customer Changed Mind,Approved
RET0006299,ORD0021291,P00460,2026-03-24,1,Quality Issue,Approved
RET0006300,ORD0031682,P01640,2024-09-16,1,Incorrect Size,Approved
RET0006301,ORD0114710,P00174,2025-05-28,1,Wrong Product,Processed
RET0006302,ORD0042887,P01111,2026-04-15,1,Late Delivery,Approved
RET0006303,ORD0017876,P01640,2024-04-18,1,Quality Issue,Approved
RET0006304,ORD0056000,P01988,2025-10-07,3,Late Delivery,Processed
RET0006305,ORD0081444,P01513,2025-12-13,1,Incorrect Size,Approved
RET0006306,ORD0019155,P00684,2026-07-25,1,Quality Issue,Processed
RET0006307,ORD0047139,P00026,2025-08-04,1,Late Delivery,Processed
RET0006308,ORD0078414,P00623,2025-11-30,2,Damaged,Processed
RET0006309,ORD0106078,P00040,2026-06-13,3,Quality Issue,Approved
RET0006310,ORD0092152,P00767,2024-12-11,1,Damaged,Processed
RET0006311,ORD0011278,P01893,2024-06-13,2,Damaged,Approved
RET0006312,ORD0112101,P01084,2025-09-21,2,Customer Changed Mind,Approved
RET0006313,ORD0048715,P00242,2025-04-29,2,Late Delivery,Approved
RET0006314,ORD0051124,P00537,2026-06-04,2,Incorrect Size,Approved
RET0006315,ORD0062114,P01858,2026-07-24,1,Quality Issue,Approved
RET0006316,ORD0042744,P01654,2026-04-28,1,Incorrect Size,Processed
RET0006317,ORD0095018,P01121,2025-03-04,2,Customer Changed Mind,Processed
RET0006318,ORD0004196,P00789,2025-05-19,1,Late Delivery,Approved
RET0006319,ORD0001481,P00127,2025-01-22,1,Incorrect Size,Approved
RET0006320,ORD0112478,P00227,2025-10-05,1,Customer Changed Mind,Approved
RET0006321,ORD0061424,P01233,2025-03-21,1,Quality Issue,Pending
RET0006322,ORD0110268,P00850,2026-01-06,1,Late Delivery,Approved
RET0006323,ORD0050049,P00727,2025-07-25,1,Wrong Product,Approved
RET0006324,ORD0017923,P01133,2026-05-01,1,Quality Issue,Approved
RET0006325,ORD0117342,P01073,2024-01-27,1,Wrong Product,Processed
RET0006326,ORD0085626,P00517,2025-11-08,1,Damaged,Approved
RET0006327,ORD0090516,P00823,2025-12-06,2,Wrong Product,Approved
RET0006328,ORD0031967,P01765,2025-11-10,1,Wrong Product,Approved
RET0006329,ORD0067652,P01149,2026-04-28,2,Customer Changed Mind,Processed
RET0006330,ORD0091066,P01878,2026-05-01,1,Incorrect Size,Approved
RET0006331,ORD0086593,P01283,2024-01-28,2,Customer Changed Mind,Pending
RET0006332,ORD0063603,P01307,2025-11-19,1,Incorrect Size,Rejected
RET0006333,ORD0080836,P00111,2026-03-04,1,Late Delivery,Processed
RET0006334,ORD0089698,P00442,2026-02-26,2,Damaged,Pending
RET0006335,ORD0047288,P01172,2025-02-12,1,Wrong Product,Processed
RET0006336,ORD0119789,P01666,2025-04-23,1,Incorrect Size,Approved
RET0006337,ORD0066058,P01116,2026-05-06,1,Quality Issue,Processed
RET0006338,ORD0022092,P01093,2026-05-10,3,Incorrect Size,Processed
RET0006339,ORD0072945,P01024,2026-07-06,1,Customer Changed Mind,Processed
RET0006340,ORD0074002,P01172,2025-07-26,1,Quality Issue,Processed
RET0006341,ORD0030283,P00783,2026-03-13,1,Quality Issue,Processed
RET0006342,ORD0100146,P00433,2025-08-13,2,Incorrect Size,Pending
RET0006343,ORD0104230,P01082,2026-03-18,1,Damaged,Approved
RET0006344,ORD0101089,P00848,2026-04-17,2,Incorrect Size,Processed
RET0006345,ORD0027624,P01696,2024-11-27,1,Customer Changed Mind,Processed
RET0006346,ORD0018703,P01376,2026-05-24,1,Incorrect Size,Rejected
RET0006347,ORD0071154,P00633,2025-06-30,1,Late Delivery,Approved
RET0006348,ORD0006280,P01286,2024-04-08,1,Late Delivery,Approved
RET0006349,ORD0002150,P00246,2024-05-13,1,Customer Changed Mind,Approved
RET0006350,ORD0022638,P01672,2025-02-16,1,Quality Issue,Approved
RET0006351,ORD0099817,P00707,2026-02-17,1,Wrong Product,Approved
RET0006352,ORD0116554,P00539,2024-08-21,1,Customer Changed Mind,Approved
RET0006353,ORD0079190,P01820,2026-02-01,1,Late Delivery,Approved
RET0006354,ORD0040986,P00540,2026-03-05,2,Quality Issue,Rejected
RET0006355,ORD0035241,P00082,2026-05-10,1,Customer Changed Mind,Approved
RET0006356,ORD0015848,P01323,2024-07-15,1,Quality Issue,Approved
RET0006357,ORD0071012,P01192,2024-02-22,2,Customer Changed Mind,Processed
RET0006358,ORD0053432,P01985,2026-04-19,2,Quality Issue,Approved
RET0006359,ORD0006099,P00447,2025-08-29,1,Quality Issue,Processed
RET0006360,ORD0086115,P00291,2026-05-28,1,Quality Issue,Processed
RET0006361,ORD0032630,P00986,2026-03-24,1,Quality Issue,Approved
RET0006362,ORD0021751,P00108,2026-05-30,1,Late Delivery,Approved
RET0006363,ORD0074252,P00787,2025-08-29,1,Wrong Product,Approved
RET0006364,ORD0019795,P01001,2026-03-06,1,Quality Issue,Approved
RET0006365,ORD0064037,P01505,2024-09-19,1,Damaged,Processed
RET0006366,ORD0049568,P01004,2026-05-18,1,Wrong Product,Approved
RET0006367,ORD0104997,P00588,2024-11-26,1,Quality Issue,Approved
RET0006368,ORD0084254,P00349,2025-07-31,1,Customer Changed Mind,Processed
RET0006369,ORD0107029,P00434,2025-05-04,1,Customer Changed Mind,Approved
RET0006370,ORD0068371,P01201,2025-11-18,3,Incorrect Size,Approved
RET0006371,ORD0015237,P01470,2025-10-21,1,Wrong Product,Processed
RET0006372,ORD0046316,P01378,2026-01-09,1,Damaged,Approved
RET0006373,ORD0069833,P01295,2026-07-12,1,Damaged,Processed
RET0006374,ORD0069015,P00130,2025-08-23,3,Wrong Product,Rejected
RET0006375,ORD0118523,P00237,2026-07-30,2,Quality Issue,Processed
RET0006376,ORD0066046,P00214,2026-07-30,2,Quality Issue,Approved
RET0006377,ORD0001960,P01924,2025-08-26,1,Late Delivery,Approved
RET0006378,ORD0110283,P00351,2026-05-22,2,Wrong Product,Processed
RET0006379,ORD0000489,P01638,2025-07-24,1,Late Delivery,Processed
RET0006380,ORD0031643,P01779,2026-02-23,1,Damaged,Pending
RET0006381,ORD0118374,P01520,2025-11-19,1,Quality Issue,Processed
RET0006382,ORD0014570,P01692,2026-06-20,3,Quality Issue,Approved
RET0006383,ORD0060580,P00160,2026-04-28,1,Damaged,Approved
RET0006384,ORD0094835,P01332,2026-05-21,1,Quality Issue,Pending
RET0006385,ORD0020663,P00042,2025-03-22,2,Quality Issue,Processed
RET0006386,ORD0007265,P00839,2025-06-19,1,Customer Changed Mind,Rejected
RET0006387,ORD0082705,P00623,2024-10-28,1,Quality Issue,Processed
RET0006388,ORD0079962,P01051,2025-03-20,3,Quality Issue,Pending
RET0006389,ORD0017203,P01484,2025-09-27,1,Damaged,Processed
RET0006390,ORD0092694,P00580,2026-01-27,2,Wrong Product,Pending
RET0006391,ORD0015126,P01664,2025-07-14,1,Quality Issue,Rejected
RET0006392,ORD0028232,P00644,2026-07-09,1,Incorrect Size,Rejected
RET0006393,ORD0070945,P01761,2026-05-10,2,Late Delivery,Pending
RET0006394,ORD0017711,P01143,2026-06-26,1,Late Delivery,Processed
RET0006395,ORD0106155,P01253,2024-07-09,1,Quality Issue,Processed
RET0006396,ORD0014909,P00471,2025-01-16,1,Customer Changed Mind,Processed
RET0006397,ORD0037904,P00963,2026-01-07,1,Damaged,Processed
RET0006398,ORD0098626,P01158,2026-07-07,2,Customer Changed Mind,Processed
RET0006399,ORD0088174,P00307,2024-09-04,1,Incorrect Size,Processed
RET0006400,ORD0036048,P00608,2026-03-25,1,Quality Issue,Approved
RET0006401,ORD0084513,P01421,2026-04-13,2,Incorrect Size,Processed
RET0006402,ORD0100859,P01468,2025-11-19,2,Damaged,Rejected
RET0006403,ORD0086548,P00104,2026-01-21,1,Late Delivery,Processed
RET0006404,ORD0078653,P00601,2025-11-29,1,Quality Issue,Approved
RET0006405,ORD0019810,P01638,2025-04-18,1,Wrong Product,Rejected
RET0006406,ORD0083799,P01907,2026-04-19,1,Wrong Product,Processed
RET0006407,ORD0002260,P01607,2025-02-18,1,Quality Issue,Approved
RET0006408,ORD0045761,P01681,2025-11-02,2,Quality Issue,Processed
RET0006409,ORD0041365,P01339,2025-01-27,1,Quality Issue,Processed
RET0006410,ORD0087850,P01118,2025-12-13,1,Wrong Product,Processed
RET0006411,ORD0003551,P01090,2026-03-29,1,Late Delivery,Approved
RET0006412,ORD0102811,P00907,2025-07-10,2,Damaged,Approved
RET0006413,ORD0009383,P00420,2025-04-06,1,Damaged,Rejected
RET0006414,ORD0098302,P01633,2024-09-07,1,Late Delivery,Pending
RET0006415,ORD0037965,P00613,2025-04-25,1,Customer Changed Mind,Approved
RET0006416,ORD0075910,P01400,2026-05-16,1,Incorrect Size,Pending
RET0006417,ORD0049461,P00583,2026-04-16,1,Customer Changed Mind,Approved
RET0006418,ORD0061544,P00716,2025-12-28,1,Damaged,Approved
RET0006419,ORD0025867,P00633,2025-06-25,1,Damaged,Processed
RET0006420,ORD0035459,P01608,2024-12-21,2,Quality Issue,Approved
RET0006421,ORD0071758,P01605,2026-04-28,1,Wrong Product,Approved
RET0006422,ORD0013607,P01381,2024-02-15,1,Wrong Product,Pending
RET0006423,ORD0095444,P01045,2025-04-23,1,Customer Changed Mind,Processed
RET0006424,ORD0065445,P00895,2025-10-03,1,Wrong Product,Approved
RET0006425,ORD0038046,P01689,2025-12-13,1,Quality Issue,Processed
RET0006426,ORD0017775,P00923,2026-01-16,3,Customer Changed Mind,Processed
RET0006427,ORD0097096,P01390,2025-09-09,1,Damaged,Processed
RET0006428,ORD0087630,P01769,2026-07-12,1,Quality Issue,Approved
RET0006429,ORD0043139,P00860,2025-12-05,1,Customer Changed Mind,Approved
RET0006430,ORD0009537,P00329,2026-02-19,1,Quality Issue,Processed
RET0006431,ORD0117547,P00531,2024-03-31,1,Damaged,Processed
RET0006432,ORD0108552,P00855,2026-06-17,1,Quality Issue,Pending
RET0006433,ORD0072101,P01543,2026-02-21,1,Wrong Product,Approved
RET0006434,ORD0115555,P01320,2025-07-27,1,Customer Changed Mind,Rejected
RET0006435,ORD0054331,P01332,2026-01-03,1,Wrong Product,Pending
RET0006436,ORD0066502,P01477,2026-05-22,2,Incorrect Size,Approved
RET0006437,ORD0109660,P01933,2024-09-06,2,Wrong Product,Approved
RET0006438,ORD0029678,P01369,2025-08-31,2,Incorrect Size,Processed
RET0006439,ORD0030369,P01745,2026-04-09,1,Incorrect Size,Rejected
RET0006440,ORD0034803,P01959,2025-11-23,1,Customer Changed Mind,Approved
RET0006441,ORD0102087,P01980,2026-07-17,2,Customer Changed Mind,Approved
RET0006442,ORD0118810,P00575,2026-06-24,1,Customer Changed Mind,Processed
RET0006443,ORD0092279,P01162,2024-11-24,3,Incorrect Size,Processed
RET0006444,ORD0106981,P00528,2026-05-19,1,Quality Issue,Approved
RET0006445,ORD0019478,P00133,2025-05-03,1,Late Delivery,Approved
RET0006446,ORD0054714,P00252,2026-03-20,1,Damaged,Approved
RET0006447,ORD0073965,P01500,2025-07-04,1,Incorrect Size,Pending
RET0006448,ORD0063707,P01633,2025-09-26,1,Damaged,Processed
RET0006449,ORD0119699,P01734,2026-03-18,1,Damaged,Approved
RET0006450,ORD0033544,P00248,2025-12-05,1,Wrong Product,Rejected
RET0006451,ORD0000577,P00094,2026-04-16,1,Customer Changed Mind,Processed
RET0006452,ORD0059037,P00942,2025-01-26,1,Incorrect Size,Pending
RET0006453,ORD0101365,P01187,2025-10-03,1,Quality Issue,Approved
RET0006454,ORD0082062,P01902,2025-05-28,1,Wrong Product,Approved
RET0006455,ORD0070521,P01187,2026-02-24,1,Customer Changed Mind,Approved
RET0006456,ORD0027564,P00419,2025-07-05,1,Quality Issue,Approved
RET0006457,ORD0067979,P00163,2024-03-19,1,Late Delivery,Rejected
RET0006458,ORD0010672,P01419,2025-12-22,2,Wrong Product,Processed
RET0006459,ORD0028886,P01177,2025-10-03,1,Customer Changed Mind,Approved
RET0006460,ORD0056843,P01953,2026-06-25,1,Quality Issue,Processed
RET0006461,ORD0074093,P00822,2024-09-22,2,Incorrect Size,Processed
RET0006462,ORD0084309,P00395,2026-06-10,2,Quality Issue,Processed
RET0006463,ORD0013317,P00376,2024-12-06,1,Damaged,Approved
RET0006464,ORD0018380,P00057,2026-05-03,1,Quality Issue,Pending
RET0006465,ORD0003727,P01731,2026-06-04,3,Wrong Product,Processed
RET0006466,ORD0097535,P00123,2025-09-02,1,Incorrect Size,Rejected
RET0006467,ORD0022470,P00598,2025-06-10,3,Customer Changed Mind,Processed
RET0006468,ORD0111358,P00613,2025-02-18,1,Wrong Product,Processed
RET0006469,ORD0001109,P00115,2026-08-08,1,Customer Changed Mind,Approved
RET0006470,ORD0010780,P01763,2025-03-20,2,Wrong Product,Processed
RET0006471,ORD0109681,P01814,2025-02-18,1,Wrong Product,Approved
RET0006472,ORD0002441,P00154,2026-08-08,1,Late Delivery,Pending
RET0006473,ORD0016566,P01630,2025-10-26,1,Quality Issue,Approved
RET0006474,ORD0038126,P00097,2026-06-07,2,Incorrect Size,Approved
RET0006475,ORD0005722,P01980,2024-03-18,1,Customer Changed Mind,Processed
RET0006476,ORD0072138,P01969,2025-04-05,1,Damaged,Processed
RET0006477,ORD0018004,P01874,2024-12-15,2,Customer Changed Mind,Processed
RET0006478,ORD0022842,P01765,2026-04-02,1,Customer Changed Mind,Processed
RET0006479,ORD0084953,P01489,2025-08-11,2,Wrong Product,Processed
RET0006480,ORD0103081,P00795,2025-12-26,2,Incorrect Size,Rejected
RET0006481,ORD0055079,P01869,2024-02-21,1,Incorrect Size,Approved
RET0006482,ORD0059129,P01216,2025-12-06,1,Damaged,Processed
RET0006483,ORD0005856,P01278,2026-02-07,1,Quality Issue,Rejected
RET0006484,ORD0057695,P00251,2024-09-10,3,Quality Issue,Approved
RET0006485,ORD0111066,P00237,2025-11-09,1,Wrong Product,Approved
RET0006486,ORD0029501,P01642,2025-12-12,2,Quality Issue,Approved
RET0006487,ORD0039511,P01723,2026-06-17,1,Damaged,Processed
RET0006488,ORD0088832,P00287,2026-03-24,1,Damaged,Processed
RET0006489,ORD0027284,P01011,2024-08-09,1,Incorrect Size,Approved
RET0006490,ORD0039796,P01632,2026-05-08,1,Quality Issue,Approved
RET0006491,ORD0081582,P00409,2026-01-12,1,Wrong Product,Approved
RET0006492,ORD0103003,P00897,2025-10-11,1,Customer Changed Mind,Processed
RET0006493,ORD0057368,P01653,2026-01-04,1,Incorrect Size,Approved
RET0006494,ORD0109139,P01013,2026-07-26,1,Customer Changed Mind,Processed
RET0006495,ORD0029006,P01154,2026-04-14,1,Incorrect Size,Pending
RET0006496,ORD0071395,P01180,2025-07-16,1,Incorrect Size,Processed
RET0006497,ORD0038548,P00073,2026-06-08,1,Customer Changed Mind,Rejected
RET0006498,ORD0027368,P00107,2026-03-20,1,Quality Issue,Pending
RET0006499,ORD0031096,P01282,2025-12-11,1,Quality Issue,Processed
RET0006500,ORD0063283,P01980,2025-12-28,1,Quality Issue,Processed
RET0006501,ORD0100435,P01140,2025-09-02,1,Customer Changed Mind,Processed
RET0006502,ORD0055858,P00519,2026-03-19,1,Damaged,Processed
RET0006503,ORD0093230,P00286,2026-07-29,1,Wrong Product,Approved
RET0006504,ORD0065805,P00895,2025-12-19,1,Quality Issue,Approved
RET0006505,ORD0051540,P00895,2026-01-28,1,Quality Issue,Processed
RET0006506,ORD0049009,P01896,2026-02-25,1,Quality Issue,Rejected
RET0006507,ORD0039771,P01088,2023-01-01,1,Quality Issue,Processed
RET0006508,ORD0003488,P00282,2025-11-24,1,Damaged,Approved
RET0006509,ORD0058521,P00569,2024-03-28,1,Damaged,Processed
RET0006510,ORD0032850,P00828,2025-04-04,1,Quality Issue,Processed
RET0006511,ORD0060702,P00380,2026-02-06,3,Late Delivery,Processed
RET0006512,ORD0013379,P00445,2025-12-18,1,Quality Issue,Processed
RET0006513,ORD0000156,P00406,2025-10-15,1,Damaged,Approved
RET0006514,ORD0019462,P01085,2026-01-29,1,Customer Changed Mind,Approved
RET0006515,ORD0102952,P00184,2025-07-24,1,Incorrect Size,Rejected
RET0006516,ORD0049566,P00981,2026-07-07,1,Wrong Product,Approved
RET0006517,ORD0013505,P00383,2024-05-22,1,Damaged,Rejected
RET0006518,ORD0034685,P01021,2026-03-06,3,Quality Issue,Approved
RET0006519,ORD0000202,P01198,2026-07-09,1,Quality Issue,Pending
RET0006520,ORD0018128,P00110,2024-09-28,1,Incorrect Size,Approved
RET0006521,ORD0049773,P01416,2024-05-22,1,Incorrect Size,Processed
RET0006522,ORD0027546,P01275,2026-07-13,1,Quality Issue,Processed
RET0006523,ORD0047073,P01850,2026-03-21,1,Damaged,Processed
RET0006524,ORD0058639,P00083,2025-08-30,1,Customer Changed Mind,Processed
RET0006525,ORD0036137,P00309,2025-06-01,1,Incorrect Size,Approved
RET0006526,ORD0116690,P01286,2024-09-02,2,Customer Changed Mind,Approved
RET0006527,ORD0024768,P00243,2026-06-29,1,Incorrect Size,Approved
RET0006528,ORD0053720,P01862,2025-02-10,1,Quality Issue,Processed
RET0006529,ORD0083376,P00783,2026-05-29,1,Damaged,Processed
RET0006530,ORD0107161,P00981,2026-04-04,1,Late Delivery,Approved
RET0006531,ORD0007303,P00497,2026-03-22,1,Quality Issue,Processed
RET0006532,ORD0092885,P00056,2025-11-30,1,Damaged,Approved
RET0006533,ORD0045922,P01287,2026-01-17,1,Customer Changed Mind,Approved
RET0006534,ORD0075928,P00502,2026-07-11,1,Quality Issue,Approved
RET0006535,ORD0013442,P00999,2024-05-03,3,Damaged,Processed
RET0006536,ORD0101716,P01786,2024-10-15,1,Customer Changed Mind,Approved
RET0006537,ORD0006162,P01193,2025-07-16,1,Quality Issue,Rejected
RET0006538,ORD0005737,P01086,2025-07-27,1,Quality Issue,Processed
RET0006539,ORD0037374,P00447,2026-03-04,1,Late Delivery,Processed
RET0006540,ORD0094402,P00899,2026-01-23,1,Incorrect Size,Approved
RET0006541,ORD0061667,P01706,2025-12-18,1,Incorrect Size,Processed
RET0006542,ORD0031521,P00642,2025-07-14,1,Customer Changed Mind,Rejected
RET0006543,ORD0054436,P01135,2026-01-31,1,Damaged,Processed
RET0006544,ORD0117594,P00054,2025-11-05,1,Quality Issue,Approved
RET0006545,ORD0007903,P00809,2026-05-10,1,Wrong Product,Approved
RET0006546,ORD0068355,P00992,2025-12-07,1,Incorrect Size,Approved
RET0006547,ORD0029418,P00199,2026-01-27,2,Quality Issue,Approved
RET0006548,ORD0006197,P01131,2026-01-10,1,Customer Changed Mind,Processed
RET0006549,ORD0004936,P01988,2024-07-18,1,Late Delivery,Approved
RET0006550,ORD0035135,P00240,2025-05-04,1,Late Delivery,Processed
RET0006551,ORD0012379,P00290,2026-01-13,1,Incorrect Size,Approved
RET0006552,ORD0088304,P01350,2025-12-27,1,Wrong Product,Processed
RET0006553,ORD0114599,P01894,2025-07-17,1,Incorrect Size,Pending
RET0006554,ORD0112036,P00793,2026-06-22,1,Damaged,Approved
RET0006555,ORD0004280,P01689,2025-10-21,1,Quality Issue,Approved
RET0006556,ORD0016749,P01811,2025-10-02,1,Incorrect Size,Processed
RET0006557,ORD0051756,P00190,2026-02-09,1,Customer Changed Mind,Processed
RET0006558,ORD0111621,P01856,2025-12-27,1,Damaged,Processed
RET0006559,ORD0061267,P01435,2026-07-04,1,Quality Issue,Rejected
RET0006560,ORD0093122,P00113,2026-05-22,1,Incorrect Size,Processed
RET0006561,ORD0114057,P01420,2026-01-02,1,Customer Changed Mind,Pending
RET0006562,ORD0038128,P01837,2025-04-24,1,Late Delivery,Approved
RET0006563,ORD0077974,P01822,2026-06-16,1,Quality Issue,Approved
RET0006564,ORD0051065,P01752,2025-10-21,1,Wrong Product,Approved
RET0006565,ORD0012244,P01321,2026-02-05,1,Quality Issue,Processed
RET0006566,ORD0038192,P01785,2024-04-30,1,Customer Changed Mind,Approved
